区域,链接,标题,户型,面积,朝向,装修,楼层,楼层类型,总价(万),单价(元/平)
新建区,https://nc.lianjia.com/ershoufang/103137386423.html,得房率高，小区中间位置，通透户型,3室2厅,94.65平米,南,精装,高楼层(共33层),塔楼,95,"10,037"
新建区,https://nc.lianjia.com/ershoufang/103125808315.html,小区物业管理严谨有序，环境优美，空气清新,4室2厅,142.46平米,南,毛坯,高楼层(共34层),板楼,72,"5,055"
新建区,https://nc.lianjia.com/ershoufang/103127258889.html,保利品质小区 业主诚心出售 三期环境优美,3室2厅,102.89平米,南 北,毛坯,中楼层(共30层),板楼,85,"8,262"
新建区,https://nc.lianjia.com/ershoufang/103118505068.html,小区绿化覆盖高，管理严格，治安好， 小区停车位充足,3室2厅,89.6平米,南 北,简装,中楼层(共26层),板楼,70,"7,813"
新建区,https://nc.lianjia.com/ershoufang/103140121842.html,"房子是啊户型,小区位子强,可以看房,东西都带的",3室2厅,86平米,南,其他,低楼层(共6层),板楼,108,"12,559"
新建区,https://nc.lianjia.com/ershoufang/103138203465.html,华润紫云府公寓 1室1厅 南,1室1厅,45平米,南,精装,高楼层(共5层),暂无数据,35,"7,778"
新建区,https://nc.lianjia.com/ershoufang/103138034540.html,近地铁 容州港九城 小区生活配套齐全 采光好 环境优美,3室2厅,107.16平米,南,其他,中楼层(共32层),板楼,75,"6,999"
新建区,https://nc.lianjia.com/ershoufang/103137738028.html,吾悦广场次新品质居住小区，环境好，出行方便,4室2厅,168.17平米,南 北,其他,低楼层(共32层),板楼,160,"9,515"
新建区,https://nc.lianjia.com/ershoufang/103137306313.html,近红谷滩+红谷峰尚+户型方正+交通方便,2室2厅,87.94平米,南,其他,中楼层(共32层),板楼,75,"8,529"
新建区,https://nc.lianjia.com/ershoufang/103138259620.html,品牌开发商，动静分离，自持物业，交通方便,4室2厅,138.86平米,南,精装,中楼层(共32层),板楼,200,"14,403"
新建区,https://nc.lianjia.com/ershoufang/103138662589.html,近地铁 容州港九城 小区生活配套齐全 采光好 环境优美,3室2厅,109平米,南,其他,低楼层(共30层),板楼,95,"8,716"
新建区,https://nc.lianjia.com/ershoufang/103137968933.html,湖景大平层 花海景观 单梯单户 有车位,4室2厅,158平米,南,其他,低楼层(共32层),板楼,248,"15,697"
新建区,https://nc.lianjia.com/ershoufang/103138524977.html,采光好，楼层好，诚心出售.....,3室2厅,126平米,南 北,精装,中楼层(共6层),板楼,92,"7,302"
新建区,https://nc.lianjia.com/ershoufang/103133388074.html,万科金域传奇 精装修3房2卫 采光视野好 密码钥匙,3室2厅,112.01平米,南,精装,高楼层(共11层),板楼,78,"6,964"
新建区,https://nc.lianjia.com/ershoufang/103135593885.html,黄家湖以西乐活公元城纯毛坯房诚意出售,3室2厅,105.16平米,南,毛坯,中楼层(共11层),板楼,72,"6,847"
新建区,https://nc.lianjia.com/ershoufang/103138058298.html,恒大悦龙台 装修 从未入住的次新房 适合买来做婚房,3室2厅,130.54平米,南,其他,高楼层(共31层),板楼,150,"11,491"
新建区,https://nc.lianjia.com/ershoufang/103133491021.html,欢乐大世界旁，次新房，业主诚心出售,3室2厅,89平米,南,毛坯,中楼层(共33层),板楼,95,"10,675"
新建区,https://nc.lianjia.com/ershoufang/103123842690.html,文化大道档校  房东诚心  看房方便,3室2厅,133.94平米,南,精装,高楼层(共7层),暂无数据,70,"5,227"
新建区,https://nc.lianjia.com/ershoufang/103121790918.html,朗晴园精装两房诚意出售，价格便宜。,2室2厅,78平米,南,精装,高楼层(共6层),板塔结合,45,"5,770"
新建区,https://nc.lianjia.com/ershoufang/103137387048.html,新建区心怡广场以西莱卡小镇东区复式楼诚意出售,5室2厅,118.84平米,南,精装,高楼层(共6层),板楼,95,"7,994"
新建区,https://nc.lianjia.com/ershoufang/103127721816.html,"时代名居大三房,户型方正，楼层采光好,诚心出售",3室2厅,137平米,南,精装,中楼层(共8层),板楼,99,"7,227"
新建区,https://nc.lianjia.com/ershoufang/103139661265.html,距离红谷滩万达和新建区繁华地段，时代名居,3室2厅,140.59平米,南,精装,低楼层(共6层),暂无数据,95,"6,758"
新建区,https://nc.lianjia.com/ershoufang/103137869541.html,刚需房，得房率高，户型方正，采光好，物业好,2室2厅,77.07平米,南 北,其他,中楼层(共18层),板楼,70,"9,083"
新建区,https://nc.lianjia.com/ershoufang/103124838310.html,学府雅苑中间楼层，原房东自住房，出入方便看中可谈,3室2厅,112平米,东南,精装,中楼层(共6层),板楼,88,"7,858"
新建区,https://nc.lianjia.com/ershoufang/103137321275.html,恒大悦龙台，精装修，拎包入住，好楼层,3室2厅,97平米,南,其他,高楼层(共31层),板楼,130,"13,403"
新建区,https://nc.lianjia.com/ershoufang/103140024043.html,交通便捷，出行很方便，配套也齐全。,3室2厅,89.81平米,南,精装,低楼层(共32层),板楼,103,"11,469"
新建区,https://nc.lianjia.com/ershoufang/103138591149.html,万科金域传奇小区环境好精装电梯3房急售,3室2厅,112.52平米,南 北,其他,中楼层(共28层),板楼,92,"8,177"
新建区,https://nc.lianjia.com/ershoufang/103140146643.html,万科品牌，双卫中间好楼层，全新未入住,3室2厅,112.24平米,南 北,简装,中楼层(共11层),板楼,83,"7,395"
新建区,https://nc.lianjia.com/ershoufang/103138149329.html,当代新城精装通透3房，诚心出售,3室2厅,107平米,东南,其他,低楼层(共33层),板塔结合,72,"6,729"
新建区,https://nc.lianjia.com/ershoufang/103138330388.html,恒大悦龙台 郝装 次新房 未入住 诚心出售,4室2厅,143.3平米,南,其他,高楼层(共31层),板楼,172,"12,003"
新建区,https://nc.lianjia.com/ershoufang/103139722564.html,永昌住宅区，成熟地区，业主诚心出售,2室2厅,98.9平米,南 北,精装,低楼层(共7层),暂无数据,55,"5,562"
新建区,https://nc.lianjia.com/ershoufang/103124157866.html,长麦路，离学府雅苑近，配套齐全，交通方便,3室2厅,116.6平米,东 西,精装,中楼层(共7层),暂无数据,75,"6,433"
新建区,https://nc.lianjia.com/ershoufang/103128155941.html,学府雅苑拎包入住     中间楼层,2室1厅,85.61平米,南,精装,中楼层(共6层),板楼,70,"8,177"
新建区,https://nc.lianjia.com/ershoufang/103139304121.html,新建区时代名居小区精装修大四房,4室2厅,161平米,南,其他,低楼层(共6层),暂无数据,95,"5,901"
新建区,https://nc.lianjia.com/ershoufang/103127995459.html,光线充足，楼层好，居住环境舒服，出行便利,2室1厅,61.58平米,南,精装,高楼层(共6层),塔楼,41,"6,659"
新建区,https://nc.lianjia.com/ershoufang/103104704082.html,三房户型，采光*好，精装修，方便入住。,3室2厅,84平米,东南,精装,高楼层(共18层),板塔结合,76,"9,048"
新建区,https://nc.lianjia.com/ershoufang/103126200674.html,新上房源 业主急售 单价7千 保利大开发商,3室1厅,105.47平米,南,毛坯,中楼层(共16层),塔楼,70,"6,637"
新建区,https://nc.lianjia.com/ershoufang/103112084234.html,绿地品牌 次新小区公园旁 自带商场中上楼层 精装修,3室2厅,100.6平米,南,精装,高楼层(共25层),板楼,180,"17,893"
新建区,https://nc.lianjia.com/ershoufang/103112902480.html,地铁口通透三房，中间楼层，房东 诚意出售,3室1厅,102.24平米,东南,毛坯,高楼层(共18层),板楼,80,"7,825"
新建区,https://nc.lianjia.com/ershoufang/103118814741.html,房子楼层好，价格优惠，房主诚心出售,3室2厅,113.69平米,南 北,简装,低楼层(共6层),板楼,88,"7,741"
新建区,https://nc.lianjia.com/ershoufang/103117254081.html,地铁口精装公寓，拎包入住，带租约出售,1室1厅,43平米,南,精装,中楼层(共23层),板楼,20,"4,652"
新建区,https://nc.lianjia.com/ershoufang/103121195365.html,精装修拎包入住，房东诚心出售，家具家电全带,3室2厅,84.19平米,南,精装,高楼层(共18层),塔楼,66,"7,840"
新建区,https://nc.lianjia.com/ershoufang/103106622076.html,小区环境优美 刚需 毛坯现房 地铁口 户型方正,3室2厅,84.23平米,东南 南,毛坯,低楼层(共18层),塔楼,40,"4,749"
新建区,https://nc.lianjia.com/ershoufang/103133669374.html,锦苑阳光精装两房 自住装修 拎包入住,2室2厅,83平米,南,精装,中楼层(共18层),板楼,60,"7,229"
新建区,https://nc.lianjia.com/ershoufang/103140391406.html,房屋位置好，楼层好，交通出行方便。,4室2厅,113平米,南 北,精装,中楼层(共7层),板楼,85,"7,523"
新建区,https://nc.lianjia.com/ershoufang/103128583040.html,通透四房，前面无挡，户型方正，可以看见欣悦湖,4室2厅,141.22平米,南 北,毛坯,高楼层(共18层),板楼,78,"5,524"
新建区,https://nc.lianjia.com/ershoufang/103135053980.html,一梯一户，前面无遮挡，进门带入户。,3室2厅,87.6平米,南,精装,中楼层(共18层),板楼,108,"12,329"
新建区,https://nc.lianjia.com/ershoufang/103137229115.html,158大平层 前排视野无挡 看花海 方正湖景房,4室2厅,158平米,南 北,其他,高楼层(共32层),板楼,252,"15,950"
新建区,https://nc.lianjia.com/ershoufang/103131977649.html,淘鑫未未来 4室2厅 南,4室2厅,114.29平米,南,精装,中楼层(共8层),暂无数据,82,"7,175"
新建区,https://nc.lianjia.com/ershoufang/103133199595.html,九龙湖西 地铁口 精装电梯洋房 采光户型很好 房东急售,4室2厅,114.29平米,南,精装,低楼层(共8层),暂无数据,87,"7,613"
新建区,https://nc.lianjia.com/ershoufang/103139459175.html,福乐小区大2房，好楼层，拎包入住,2室2厅,92.7平米,南,其他,中楼层(共6层),暂无数据,58,"6,257"
新建区,https://nc.lianjia.com/ershoufang/103128155518.html,新建区心怡广场以西莱卡小镇东区精装三房诚意出售,3室2厅,123.6平米,南,精装,中楼层(共6层),板楼,93,"7,525"
新建区,https://nc.lianjia.com/ershoufang/103132868173.html,地铁口精装修什么都有的小区环境好物业管理到位,2室2厅,69平米,东南,精装,中楼层(共18层),板塔结合,50,"7,247"
新建区,https://nc.lianjia.com/ershoufang/103124590032.html,望城沁园，阳光充足，物业好，万达旁,4室2厅,135.58平米,南 北,毛坯,高楼层(共33层),板楼,75,"5,532"
新建区,https://nc.lianjia.com/ershoufang/103128807976.html,银凯公元九珑 九龙湖西 湖景房 楼下综合体 公园畔,4室2厅,130.8平米,南 北,毛坯,中楼层(共33层),板楼,80,"6,117"
新建区,https://nc.lianjia.com/ershoufang/103138549319.html,馨居雅苑电梯3房，精装拎包，好楼层,3室2厅,116平米,南,其他,中楼层(共11层),板楼,95,"8,190"
新建区,https://nc.lianjia.com/ershoufang/103135249711.html,红星中奥九龙都会 户型通透 精装交付密码随时看,3室2厅,105.75平米,南,精装,34层,板塔结合,95,"8,984"
新建区,https://nc.lianjia.com/ershoufang/103125111991.html,房子自己住的房子，可以去看大4房的,4室2厅,143.5平米,南,精装,低楼层(共6层),板楼,90,"6,272"
新建区,https://nc.lianjia.com/ershoufang/103139254233.html,采光好，小区中间楼栋安静，视野开阔，毛坯4房,4室2厅,123.17平米,南 北,其他,高楼层(共33层),板楼,149,"12,098"
新建区,https://nc.lianjia.com/ershoufang/103136570479.html,龙珠街楼上大3房，配套成熟，交通便利,3室2厅,147.53平米,南,其他,高楼层(共7层),暂无数据,97,"6,575"
新建区,https://nc.lianjia.com/ershoufang/103130899003.html,全新百变毛坯，站前和心远都在，价格好谈,4室2厅,142.96平米,南,毛坯,中楼层(共28层),板楼,115,"8,045"
新建区,https://nc.lianjia.com/ershoufang/103131101571.html,新建城万达旁 小区物业管理好 采光好 随时看房,3室1厅,107平米,南,精装,低楼层(共34层),板楼,80,"7,477"
新建区,https://nc.lianjia.com/ershoufang/103133520460.html,保利蓝海嘉居毛坯房房东诚心出售,3室2厅,110平米,南 北,毛坯,中楼层(共8层),板楼,80,"7,273"
新建区,https://nc.lianjia.com/ershoufang/103120965483.html,4号线旁 正气三房  房东诚意出售 随时可以看房,3室2厅,89.11平米,南 北,毛坯,低楼层(共33层),板楼,59,"6,622"
新建区,https://nc.lianjia.com/ershoufang/103130499099.html,商场旁商品房 三房两卫 采光好 有车位,3室2厅,135.58平米,南 北,毛坯,低楼层(共33层),板楼,68,"5,016"
新建区,https://nc.lianjia.com/ershoufang/103132073958.html,小区位于新建区，成熟地段，小区外围自带商圈,4室2厅,121.1平米,南 北,精装,高楼层(共18层),塔楼,120,"9,910"
新建区,https://nc.lianjia.com/ershoufang/103138699391.html,精装修三房户型方正，成熟小区配套齐全。,3室2厅,109.51平米,南 北,其他,高楼层(共33层),板塔结合,116,"10,593"
新建区,https://nc.lianjia.com/ershoufang/103133198773.html,一楼阳光充足小区中间位置房东诚心出售随时看房,3室2厅,111.15平米,南 北,精装,低楼层(共18层),板楼,108,"9,717"
新建区,https://nc.lianjia.com/ershoufang/103140358935.html,吾悦广场次新品质居住小区，环境好，出行方便,4室2厅,173.85平米,南,其他,低楼层(共33层),板楼,156,"8,974"
新建区,https://nc.lianjia.com/ershoufang/103135955099.html,光线充足，楼层好，居住环境舒服，交通出行方便。,3室2厅,125.5平米,南,其他,高楼层(共6层),板塔结合,80,"6,375"
新建区,https://nc.lianjia.com/ershoufang/103137192903.html,城发红谷十二庭绿化覆盖，两房精装，随时可看,2室1厅,48.89平米,南,其他,低楼层(共31层),板楼,56,"11,455"
新建区,https://nc.lianjia.com/ershoufang/103137327891.html,绿地中央公园 2室2厅 北,2室2厅,46.89平米,北,毛坯,低楼层(共23层),板楼,35,"7,465"
新建区,https://nc.lianjia.com/ershoufang/103138174438.html,大平层，南北双阳台，业主自己装修的 婚房,4室2厅,159平米,南,精装,低楼层(共32层),板楼,252,"15,850"
新建区,https://nc.lianjia.com/ershoufang/103129003170.html,新建区新建大道采光好精装修大三房,3室2厅,142.22平米,南 北,简装,高楼层(共7层),暂无数据,63,"4,430"
新建区,https://nc.lianjia.com/ershoufang/103133512335.html,礼步湖旁 南北通透三房 好楼层 采光 视野好,3室2厅,95.77平米,南 北,精装,高楼层(共33层),板楼,88,"9,189"
新建区,https://nc.lianjia.com/ershoufang/103126418503.html,格局好，楼栋位置好，采光好，通透户型，房东诚心出售,3室2厅,107平米,南,毛坯,中楼层(共34层),板楼,74,"6,916"
新建区,https://nc.lianjia.com/ershoufang/103131090142.html,万科洋房 一楼带院子刚需户型   拎包住,3室2厅,88平米,南 北,精装,低楼层(共11层),板楼,78,"8,864"
新建区,https://nc.lianjia.com/ershoufang/103125695569.html,万科品质，精装三房，带私家小院,3室2厅,86平米,南,精装,低楼层(共11层),板楼,79.9,"9,291"
新建区,https://nc.lianjia.com/ershoufang/103120791700.html,保利蓝海嘉居户型好地边房东诚心出售,2室1厅,87.34平米,南,精装,低楼层(共6层),暂无数据,45,"5,153"
新建区,https://nc.lianjia.com/ershoufang/103128498598.html,经开区  万科物业  精装三房两卫 户型方正,3室2厅,112.24平米,南 北,精装,中楼层(共11层),板楼,90,"8,019"
新建区,https://nc.lianjia.com/ershoufang/103126641074.html,高得房率 锦苑阳光通透两房 位置好 中间楼层 诚心卖,2室2厅,82.5平米,南,毛坯,中楼层(共18层),板楼,43,"5,213"
新建区,https://nc.lianjia.com/ershoufang/103135825581.html,光线充足，楼层好。居住环境舒服。出行方便。,6室2厅,135平米,南,其他,中楼层(共6层),板塔结合,108.6,"8,045"
新建区,https://nc.lianjia.com/ershoufang/103137527496.html,莱卡小镇小洋房，楼层好，采光充足,2室2厅,84.02平米,南 北,精装,低楼层(共6层),板楼,63,"7,499"
新建区,https://nc.lianjia.com/ershoufang/103132020241.html,新建城万达旁 采光好 空气清新 环境优美 钥匙在手,3室2厅,107.95平米,南,精装,低楼层(共34层),板楼,82,"7,597"
新建区,https://nc.lianjia.com/ershoufang/103128810971.html,大都会精装2居室，房东诚心出售,2室2厅,80.1平米,南,精装,高楼层(共33层),板楼,68,"8,490"
新建区,https://nc.lianjia.com/ershoufang/103138789563.html,红谷滩旁中间楼层，精装业主自住拎包住,3室2厅,127.17平米,南,精装,中楼层(共6层),板塔结合,100,"7,864"
新建区,https://nc.lianjia.com/ershoufang/103129727956.html,恒茂米罗中间楼层大三房，房东诚心出售,3室2厅,133.95平米,南 北,精装,中楼层(共6层),板塔结合,85,"6,346"
新建区,https://nc.lianjia.com/ershoufang/103132140119.html,容州港九城 小区环境优美，居住舒适房东诚心出售,4室1厅,136平米,南,毛坯,低楼层(共33层),板楼,85,"6,250"
新建区,https://nc.lianjia.com/ershoufang/103121045846.html,视野开阔小区位置好，精装房诚心出售,2室1厅,61.58平米,南,精装,高楼层(共6层),塔楼,34,"5,522"
新建区,https://nc.lianjia.com/ershoufang/103135933057.html,红谷滩旁，配套齐全，通透大两房，业主急售,2室1厅,97.91平米,南,其他,高楼层(共6层),板楼,67,"6,844"
新建区,https://nc.lianjia.com/ershoufang/103130064771.html,学府雅苑，两房两厅，房东很诚心卖，价格实惠随时看房,2室2厅,85.61平米,南,简装,高楼层(共6层),板楼,50,"5,841"
新建区,https://nc.lianjia.com/ershoufang/103127091206.html,现代米罗恒茂世纪花园，配套齐全，阳光充足，，,3室2厅,132.8平米,南 北,精装,高楼层(共6层),板塔结合,98,"7,380"
新建区,https://nc.lianjia.com/ershoufang/103131108496.html,格局好，楼栋位置好，采光好，通透户型，房东诚心出售,3室2厅,130平米,南,毛坯,中楼层(共30层),板楼,58,"4,462"
新建区,https://nc.lianjia.com/ershoufang/103130031091.html,精装修两房，家电家具齐全直接拎包入住。,2室2厅,78.15平米,南,精装,高楼层(共33层),板塔结合,60,"7,678"
新建区,https://nc.lianjia.com/ershoufang/103134549794.html,万科金域传奇 精装修3房 楼层 格局好,3室2厅,88平米,南,精装,中楼层(共33层),板楼,68,"7,728"
新建区,https://nc.lianjia.com/ershoufang/103137231345.html,恒大悦龙台 带央空调 精装四房,4室2厅,142.76平米,南 北,其他,低楼层(共31层),暂无数据,156,"10,928"
新建区,https://nc.lianjia.com/ershoufang/103137103766.html,光线充足，楼层好，居住环境舒服，交通出行方便。,2室1厅,62.14平米,南,其他,高楼层(共6层),塔楼,45,"7,242"
新建区,https://nc.lianjia.com/ershoufang/103132595839.html,视野好，好楼层，户型方正，70年产权,4室2厅,123平米,南,精装,中楼层(共33层),板楼,130,"10,570"
新建区,https://nc.lianjia.com/ershoufang/103124455339.html,四期电梯房，看房方便，前面无挡。,3室2厅,81.24平米,南,毛坯,高楼层(共30层),板楼,99,"12,187"
新建区,https://nc.lianjia.com/ershoufang/103120024141.html,万象城，礼步湖边上，交通方便，配套齐全,2室1厅,76.95平米,南,简装,低楼层(共30层),板楼,68,"8,837"
新建区,https://nc.lianjia.com/ershoufang/103129857108.html,新建区新建大道742号安居小区中间楼层四室两厅出售,3室2厅,137.42平米,南,简装,中楼层(共8层),板塔结合,75,"5,458"
新建区,https://nc.lianjia.com/ershoufang/103137374039.html,此房户型手续齐全，格局好，采光好，无遮挡，出行方便,3室2厅,99.42平米,南 北,精装,高楼层(共18层),板楼,95,"9,556"
新建区,https://nc.lianjia.com/ershoufang/103133878795.html,天一城通透3房，好楼层，视野采佳，拎包入住,3室2厅,89.88平米,南,精装,高楼层(共16层),塔楼,102,"11,349"
新建区,https://nc.lianjia.com/ershoufang/103139765657.html,房子是空置，看重可谈，诚心出售。,2室1厅,94.61平米,南 北,精装,低楼层(共33层),板楼,72,"7,611"
新建区,https://nc.lianjia.com/ershoufang/103140364853.html,此房楼层好，视野开阔，阳光充足，70年产权,3室1厅,89.62平米,南,精装,高楼层(共33层),板楼,75,"8,369"
新建区,https://nc.lianjia.com/ershoufang/103128855545.html,经开区+万科金域传奇+户型方正+交通方便,3室2厅,88.43平米,南 北,精装,低楼层(共34层),板楼,85,"9,613"
新建区,https://nc.lianjia.com/ershoufang/103117392480.html,宜居户型，业主诚售，可随时约看,2室1厅,85平米,北 南,简装,高楼层(共8层),塔楼,35,"4,118"
新建区,https://nc.lianjia.com/ershoufang/103131010049.html,精装修自住小面积住宅  交通方便 生活方便,2室1厅,71.92平米,东南,精装,低楼层(共11层),板楼,85,"11,819"
新建区,https://nc.lianjia.com/ershoufang/103137636012.html,汇景新城通透大3房，双阳台，拎包住,3室2厅,114.49平米,南,其他,低楼层(共26层),板楼,85,"7,425"
新建区,https://nc.lianjia.com/ershoufang/103122966291.html,红谷新城新中式精装，A户型，懂得来,3室2厅,111.32平米,南,精装,中楼层(共18层),板楼,150,"13,475"
新建区,https://nc.lianjia.com/ershoufang/103134296079.html,人车分流    通透住家装修   看房预约,3室2厅,111平米,南,精装,中楼层(共28层),板楼,125,"11,262"
新建区,https://nc.lianjia.com/ershoufang/103136000053.html,红谷新城 一梯一户 通透精装三房 采光好 看房方便,3室2厅,90.45平米,南,其他,低楼层(共11层),板楼,105,"11,609"
新建区,https://nc.lianjia.com/ershoufang/103140239130.html,精装修现代风格 免去装修的劳心中上楼层交通便利,2室2厅,80.76平米,南,其他,中楼层(共33层),板楼,69,"8,544"
新建区,https://nc.lianjia.com/ershoufang/103129210259.html,户型端正，楼层好，配套齐全，交通生活便利,2室1厅,81.7平米,南 北,精装,低楼层(共28层),板楼,98,"11,996"
新建区,https://nc.lianjia.com/ershoufang/103134885383.html,繁华区域， 配套齐全 交通便利 性 价 比 高 环境好,4室1厅,116.62平米,南,精装,高楼层(共33层),板楼,128,"10,976"
新建区,https://nc.lianjia.com/ershoufang/103128036394.html,一楼带个院子，精装修的房子，卖一套少一套,3室2厅,92平米,南,精装,低楼层(共12层),板楼,132,"14,348"
新建区,https://nc.lianjia.com/ershoufang/103130299470.html,19年花费15万装修，保养好，可拎包入住，房东诚心出售,3室2厅,97.4平米,南,精装,低楼层(共6层),板楼,93,"9,549"
新建区,https://nc.lianjia.com/ershoufang/103137772172.html,红谷世界城 房东诚心出售 装修自己住的房子,4室1厅,85.46平米,南,其他,高楼层(共32层),塔楼,75,"8,777"
新建区,https://nc.lianjia.com/ershoufang/103138659632.html,央企开发，户型端正，价钱可谈，随时看房,2室2厅,97.72平米,南,简装,低楼层(共27层),暂无数据,93,"9,517"
新建区,https://nc.lianjia.com/ershoufang/103135925720.html,楼层很好，精装修，房东诚心卖。,3室2厅,108平米,南 北,其他,中楼层(共33层),板楼,88,"8,149"
新建区,https://nc.lianjia.com/ershoufang/103134444944.html,新建区安居小区位置好简单装修大四房,4室2厅,150.78平米,南,简装,低楼层(共7层),板楼,75,"4,975"
新建区,https://nc.lianjia.com/ershoufang/103132326183.html,花园式洋房 200万精装 拎包入住 品质物业,4室2厅,136平米,南 北,精装,低楼层(共8层),暂无数据,468,"34,412"
新建区,https://nc.lianjia.com/ershoufang/103140290303.html,新建中心小区业主精装3房好楼层,3室2厅,98.92平米,东南 南,精装,低楼层(共33层),塔楼,105,"10,615"
新建区,https://nc.lianjia.com/ershoufang/103126467291.html,近红谷滩万达复式五房 低单价格局好,5室2厅,195.19平米,东南,毛坯,高楼层(共6层),板楼,145,"7,429"
新建区,https://nc.lianjia.com/ershoufang/103135367679.html,顶楼复试 随时看房价格可以谈通透小区中间,3室2厅,113.68平米,南,简装,高楼层(共6层),板楼,72,"6,334"
新建区,https://nc.lianjia.com/ershoufang/103124789804.html,小区是恒茂开发商开发小区人区分流人文环境好麦德龙大,3室2厅,86.43平米,南,毛坯,低楼层(共18层),板楼,95,"10,992"
新建区,https://nc.lianjia.com/ershoufang/103128970047.html,当代国际精装三房两卫，带地暖小区，生活配套设施齐全,3室2厅,118平米,南 北,精装,中楼层(共17层),板楼,105,"8,899"
新建区,https://nc.lianjia.com/ershoufang/103131788588.html,近红谷滩+红谷峰尚+70年LOFT公寓+交通方便,1室1厅,43.89平米,南,精装,中楼层(共28层),暂无数据,35,"7,975"
新建区,https://nc.lianjia.com/ershoufang/103133293108.html,绿地中 央公园旁红谷峰尚 精装  邻近红谷滩 诚心卖,2室2厅,86.02平米,南,精装,低楼层(共32层),板楼,78,"9,068"
新建区,https://nc.lianjia.com/ershoufang/103130803940.html,吾悦广场旁华润紫云府精装小户型,2室1厅,55平米,南,精装,中楼层(共5层),暂无数据,45,"8,182"
新建区,https://nc.lianjia.com/ershoufang/103126175368.html,锦苑阳光大三房，房东诚心卖，看中价钱好聊,5室2厅,142.41平米,南,毛坯,低楼层(共33层),板楼,66,"4,635"
新建区,https://nc.lianjia.com/ershoufang/103125729263.html,复式楼大三房楼层采光好，房东诚心出售，,3室2厅,86.68平米,南,毛坯,高楼层(共15层),板楼,99,"11,422"
新建区,https://nc.lianjia.com/ershoufang/103134162415.html,新建吾悦广场公寓好租地段 房东诚心出售,2室2厅,42.96平米,东,精装,中楼层(共17层),板楼,39.8,"9,265"
新建区,https://nc.lianjia.com/ershoufang/103131072321.html,中上楼层  采光好 进出方便，户型方正,3室2厅,76.9平米,南 北,精装,高楼层(共6层),板楼,99,"12,874"
新建区,https://nc.lianjia.com/ershoufang/103132967874.html,此房满五年，楼梯洋房，采光无遮挡，,3室2厅,92平米,南,精装,高楼层(共10层),板楼,105,"11,414"
新建区,https://nc.lianjia.com/ershoufang/103126413818.html,"自住精装修,拎包入住,二改三房,交通便利,真实在售",3室2厅,100.87平米,南,精装,低楼层(共11层),板楼,75,"7,436"
新建区,https://nc.lianjia.com/ershoufang/103132391000.html,业主诚心出售看房提前联系业主装修很好,3室2厅,147.3平米,南 北,精装,中楼层(共7层),暂无数据,108,"7,332"
新建区,https://nc.lianjia.com/ershoufang/103133173519.html,视野宽阔，采光充足，精装修，很诚心卖。,2室2厅,81.25平米,南,精装,高楼层(共32层),板楼,59.8,"7,360"
新建区,https://nc.lianjia.com/ershoufang/103139727685.html,通透采光好，前后无遮挡，配套设施齐全。,3室2厅,86.54平米,南,其他,高楼层(共30层),板楼,55,"6,356"
新建区,https://nc.lianjia.com/ershoufang/103139860071.html,格局好，楼栋位置好，采光好，通透户型，房东诚心出售,3室2厅,126.65平米,南 北,毛坯,低楼层(共33层),板楼,63,"4,975"
新建区,https://nc.lianjia.com/ershoufang/103140282489.html,刚需房，得房率高，户型方正，釆光好，物业好，,3室2厅,89平米,南 北,其他,中楼层(共23层),暂无数据,90,"10,113"
新建区,https://nc.lianjia.com/ershoufang/103126215713.html,璟悦大平层，一梯一户好楼层，全新装修从未住过。,4室2厅,158平米,南 北,精装,中楼层(共32层),板楼,272,"17,216"
新建区,https://nc.lianjia.com/ershoufang/103134717606.html,房子户型好，通透，全天阳光，出行方便，配套成熟,4室1厅,103平米,南,精装,高楼层(共6层),板楼,63,"6,117"
新建区,https://nc.lianjia.com/ershoufang/103133776032.html,润地 热闹小区  生活设施齐全 远离主干道交通便利,2室2厅,81平米,南,简装,中楼层(共18层),板楼,67,"8,272"
新建区,https://nc.lianjia.com/ershoufang/103134844191.html,龙湾豪景 户型端正 精装修 小区交通方便,3室1厅,87.47平米,南,精装,高楼层(共24层),平房,68,"7,775"
新建区,https://nc.lianjia.com/ershoufang/103134786411.html,润地观筑小区精装修2房，成熟小区生活配套齐全。,2室2厅,76.43平米,南,精装,高楼层(共34层),板塔结合,65,"8,505"
新建区,https://nc.lianjia.com/ershoufang/103139035696.html,一梯一户大平层，南北双阳台，品质小区，,4室2厅,189.43平米,南 北,毛坯,高楼层(共32层),板楼,145,"7,655"
新建区,https://nc.lianjia.com/ershoufang/103134493017.html,新建区天御名邸好楼层精装修小三房,3室2厅,80平米,南,精装,中楼层(共29层),板楼,62,"7,750"
新建区,https://nc.lianjia.com/ershoufang/103122481112.html,南北对流，楼层好，地理位置好，别划走,3室2厅,96.5平米,南,毛坯,低楼层(共6层),板楼,132,"13,679"
新建区,https://nc.lianjia.com/ershoufang/103137555164.html,红谷滩旁 礼步湖公园散步  位置方便,4室2厅,124.72平米,南,精装,高楼层(共6层),暂无数据,67,"5,373"
新建区,https://nc.lianjia.com/ershoufang/103140270358.html,新建繁华地段，采光好，出行便利。,3室2厅,122.8平米,南 北,精装,中楼层(共7层),暂无数据,83,"6,759"
新建区,https://nc.lianjia.com/ershoufang/103136530030.html,万科一楼洋房  带院子  空置中,4室1厅,113平米,南,其他,低楼层(共11层),板楼,92,"8,142"
